ID,Full Text
1123,Gun store owner shoots customer by accident🤬 Do you think he got a big bag for this❓💰 #Ukraine #Draymond #HappyBirthdayTaylorSwift #bist100 #BellaOkagbue #jjk245 https://t.co/D3t0mREzH2
1124,Happy birthday to the queen herself @taylorswift13 🤍 some of the most special moments of my life happened at Taylor’s shows. 2 birthdays and my fiancé and I’s engagement! ✨ thank you Taylor for writing the soundtrack to my life! #HappyBirthdayTaylorSwift @taylornation13 🎈🎂 https://t.co/4QrYigTxnY
1125,A lot can happen over the years but Taylor Swift’s music will always be there for me. Happy birthday Taylor Swift! Love you to the moon 🌙 and to Saturn 🪐 #HappyBirthdayTaylorSwift @taylornation13 @taylorswift13 https://t.co/YqqbiALKwv
1126,I hope @taylorswift13 feels like her 33rd year was her best year yet because it’s been the best year for me. #HappyBirthdayTaylorSwift @taylornation13 https://t.co/V6lXx22BIy
1127,"thank you for allowing me to grow up with you! your songs, your lyrics and your art helped, not just me, but a lot of people as well!! i love you so much! you TRULY are the best thing that's ever been mine!!! 💜💜💜 #HappyBirthdayTaylorSwift @taylornation13 @taylorswift13 https://t.co/zoRPo9ZdT8"
1128,This day is perfect! Cause she’ll never go out of style! #HappyBirthdayTaylorSwift https://t.co/8nHDQ5xXD8
1129,"growing up with your music as the soundtrack of my life has been a privilege. i’m so glad that i live in a world where you exist. i love you to the moon and to saturn, forever & always. happy 34th birthTAY!! 😭🫶🏻🌙🪐💗 @taylorswift13 @taylornation13 #HappyBirthdayTaylorSwift https://t.co/nizVaQO6Y0"
1130,Happy 34th Balloon Day @taylorswift13 @taylornation13 #HappyBirthdayTaylorSwift https://t.co/J1hX1vc9ti
1131,I had the time of my life with you ✨🫶🏻 #HappyBirthdayTaylorSwift @taylornation13 https://t.co/Q1i6JCeMDl
1132,I’ll tell them how the crowds went wild✨❤️ Happy Birthday Queen!! #HappyBirthdayTaylorSwift @taylornation13 @taylorswift13 https://t.co/W9CU2cE5OC
1133,"happy birthday to the person that’s been the soundtrack to my life for the last 17 years, the person who taught me to be fearless and to love with everything in me 🫶🏻 thank you for all that you’ve done, have the best day #HappyBirthdayTaylorSwift i love you! @taylornation13 🫶🏻🫶🏻 https://t.co/ErIpuTY73w"
1134,seeing my favourite person in 2024 because the world didn’t end when i was 13🥹🥹 taylor and her music have always been by my side at the lowest and highest moments. i’m so grateful to live in a world with you in it @taylorswift13 🫶🏻 #HappyBirthdayTaylorSwift @taylornation13 https://t.co/TxaQoy7BmI
1135,"#HappyBirthdayTaylorSwift Happy birthday to @taylorswift13 glad to be living in a world with you in it OR the world (Taylor's Version) hope 34 is great! thanks for being you and such an inspiration, will stand by you forever and always, love you to the moon and to saturn 🩵🫶🏼 https://t.co/IOH6Ysjpgb"
1136,"Hi Taylor, Ily very much. It’s 9 summers, 9 winters, 9 springs, 9 autumns that I accompany you!🫶🏻 You saved me from many things and gave me many incredible things without knowing it. I love you very much and thank you for everything! #HappyBirthdayTaylorSwift @taylornation13🥹 https://t.co/R4zzlAjXOe"
1137,Happy Birthday to the woman who’s always been there for me and means the world to me. Love you @taylorswift13 ! Happy 34! @taylornation13 #HappyBirthdayTaylorSwift https://t.co/cIXvfhuIsw
1138,To the woman how made my year 113% better #HappyBirthdayTaylorSwift @taylornation13 @taylorswift13 Thanks for making this year the one a lot of us made our dream of seeing you come true 🩷🥹 https://t.co/1kSieQsEXA
1139,"happy birthday @taylorswift13, thank you for being the soundtrack to my life & for all the memories 🫶🏻💕🥹 #HappyBirthdayTaylorSwift @taylornation13 https://t.co/LpoeG2JIoD"
1140,"Taylor, I've been fortunate enough to have been growing alongside your music since 2006. You inspire millions of people and make such a positive impact. Thank you so much for everything you continue to do. Happy birthday 🫶🏻🩷 #HappyBirthdayTaylorSwift @taylornation13 https://t.co/1zCyh9HOx5"
1141,Happy thirTAY fourth birthday to my favorite person! Thanks for always being there for me for the past 12 years. You have brought me so much joy and happiness in my life. I love you so much 💕💕💕 @taylorswift13 @taylornation13 #HappyBirthdayTaylorSwift https://t.co/r0qZc8KjrE
1142,#HappyBirthdayTaylorSwift Happy Birthday! So happy tohave been able to grow withyou through out your entire career! Iremember when you very first started out and the veryfirst time you released your very first music video and I’ve been supportingyou ever since! @taylornation13 https://t.co/kmPj3nGwuh
1143,"How it started vs. how it’s going.. The first and last time I saw you perform, 13 years apart #HappyBirthdayTaylorSwift 🥰🎂💕🎉🥹🎈🎁🐍💜 https://t.co/kDYeYsGyIX"
1144,🎂 big happy 34th birthday to the woman that taught me: -that my feelings are always valid. -to dream big and make mistakes. -that it’s okay to not be perfect. -to have fun! i’m SO proud to have grown up with you 🫶🏽💗🎉 #HappyBirthdayTaylorSwift @taylornation13 @taylorswift13 https://t.co/XcnAw8NKFs
1145,Happy B-Tay to THE MAN AND THE WOMAN!🫶🏻 You and your music saved my life! I'm so grateful and thankful! Thank you to you my TAY! You hold my best memories! Wish you all the best! I love you more than anything <33 #HappyBirthdayTaylorSwift @taylornation13 https://t.co/QKp0Y2CTA0
1146,Happy Birthday to my favorite person in this whole world! Thank you for being such a joy and inspiration in my life ! I will always love you 🤍 @taylornation13 @taylorswift13 #HappyBirthdayTaylorSwift https://t.co/wZmWdRREdf
1147,"happy birthday @taylorswift13! 6 months later you’ve finally caught up to me. 34 is a pretty good age, i promise. for me, it’s been the year of the eras tour and waking up every day next to the love of my life. i hope it’s just as wonderful for you 🍰🎉 #HappyBirthdayTaylorSwift https://t.co/xH803TLcFW"
1148,"#HappyBirthdayTaylorSwift! i can’t believe you are already 34! i couldn’t be happier to spend this special day with you. thank you for always inspiring me and making me happy, even in my worst times. u are the best, love you to the moon and to saturn! you and me forevermore🫂🤍 https://t.co/2Bz9AP4F5l"
1149,"@taylorswift13 i love you so much, you mean the absolute world to me, i hope you have an amazing birthday because you truly deserve it and i hope you know how much your fans love you and admire you. love you to the moon and to saturn 🥹🫶 #HappyBirthdayTaylorSwift https://t.co/2wPHXa7gsK"
1150,#jjk245 #bist100 #SalaarFirstSingle #RIPZahara #HappyBirthdayTaylorSwift #Thaman #Ukraine https://t.co/OLCPpBh912
1151,"To the one whose music saved my life. To my very best friend. Glad to keep fighting dragons with you since 2009 🥰 My love for you will always be golden, like daylight @taylorswift13 I love you to the moon and to saturn #HappyBirthdayTaylorSwift @taylornation13 ✨🌅 https://t.co/3MYRpl9AFZ"
1152,"today i celebrate human sunshine, dreamgirl, bottled happiness, artist of my lifetime, queen of my heart, iconic and lovely and everything good and right and real miss taylor swift🌟👑🩷 #HappyBirthdayTaylorSwift @taylornation13 @taylorswift https://t.co/acPzpK3YYR"
1153,Why compare yourself with others? No one in the entire world can do a better job of being you than you. #HappyBirthdayTaylorSwift #WednesdayWisdom
1154,"Thank you for not only growing with me and showing me what it means to be a strong woman, but showing her, too 🥺🩷 we love you so much @taylorswift13!!! Happy 34th 🪩✨ #HappyBirthdayTaylorSwift @taylornation13 https://t.co/qCceMFW9VW"
1155,"Happy birthday @taylorswift13 🫶🏻 thank you for the most incredible year, I love you so much! 💖 #HappyBirthdayTaylorSwift @taylornation13 https://t.co/nbzTMYVl9j"
1156,"So I peered through a window A deep portal, time travel….to all the best memories for @taylorswift13 Birthday🥹🩵✨ ~a thread~ #HappyBirthdayTaylorSwift @taylornation13 https://t.co/yGD8fRUfHY"
1157,please @taylornation13 can I get a happy birthday from you guys!!🫶🏻🫶🏻🫶🏻 #HappyBirthdayTaylorSwift @taylorswift13
1158,forever and always. my favorite human since fourth grade. wishing the happiest birthday to my favorite girl in the world! thank you for always being there 🫶🏻🌟🪩 @taylorswift13 @taylornation13 #HappyBirthdayTaylorSwift https://t.co/8uHXHmqOK4
1159,#HappyBirthdayTaylorSwift you’re my bestie we love you to the moon and to Saturn 🪐🌙✨ https://t.co/o7cakEXw88
1160,"happy 34th birthday @taylorswift13 you are quite literally my favorite person to ever exist. i am so honored to have had you and your music in my life for the past 17 years ♥️ love you to the moon and to saturn, forever and always! #HappyBirthdayTaylorSwift @taylornation13 https://t.co/zRV2Qhv9Kx"
1161,"Oh taylor, you have no idea how much you’ve done for me over the years. Started listening at 4 and now I’m 21 and all grown up. I’ve found a home in your music and concerts and had the chance to make a change in my world. #HappyBirthdayTaylorSwift https://t.co/XBgkHPDjrO"
1162,Head to head ind vs pak #jjk245 #bist100 #SalaarFirstSingle #RIPZahara #fcklive #HappyBirthdayTaylorSwift #Thaman #Ukraine #BellaOkagbue https://t.co/Cg316Z59Os
1163,#HappyBirthdayTaylorSwift #cadillac #carporn #TikTokAwards23 #viral #luxurycars #catselfie #California #Mexico https://t.co/jMkdnk77ya
1164,I Love u Taylor! Forever & Always 🫶 🩷🩶🤎💛❤️💙💜🩵🖤💚 #HappyBirthdayTaylorSwift
1165,#HappyBirthdayTaylorSwift #HappyBirthdayTaylor I LOVE YOU @taylornation13 @taylorswift13 🎉🎉🎉 https://t.co/7HrP9Dled0
1166,i love you Tay. you’ll always be my fav❤️ #HappyBirthdayTaylorSwift @taylorswift13 @taylornation13 https://t.co/7f5dkQKAYz
1167,HAPPIEST OF BIRTHDAYS TO THE ONE AND ONLY @taylorswift13 THANK YOU FOR MAKING IT THE BEST YEAR OF MY LIFE 🥳🩷🩵#HappyBirthdayTaylorSwift https://t.co/HADDkxQ3O8
1168,#HappyBirthdayTaylorSwift happy birthday dear 🎂💘 #HappyBirthdayTaylorSwift https://t.co/Np6TI3QOPT
1169,"HAPPY BIRTHDAY @taylorswift13 thank you for being the soundtrack to my life and for being the best role model. I finally got to come sing with you for the first time this May in the monsoon, and I wouldn’t have it any other way. Love you for life 🫶🏻🥳🤍 #HappyBirthdayTaylorSwift https://t.co/RFTZz6I61K"
1170,#HappyBirthdayTaylorSwift endless memories throughout the years but this past year might just be my favorite!! happy birthday to the person who has been there for me for the past 17 years and a true light and inspiration in my life always 🥹🥹🥹🩵🩵🩵 https://t.co/JTvWMUCS8L
1171,"#HappyBirthdayTaylorSwift thank you for being the best friend i’ve never met, i am forever grateful to have grown up in a world with you🫶🏻🩵 @taylorswift13 @taylornation13 https://t.co/K5kGBKelFN"
1172,"Happy Birthday Taylor! I listened to Mine in 2015, I've been knowing you for 4 years.. I decided to become a Swiftie in 15 October & I'll see you after 210 days.. I hope 34 brings you joy and happiness.. Love you so much ❤️ #HappyBirthdayTaylorSwift https://t.co/xZB1baLKTK"
1173,"from sprinkler splashes to fireplace ashes ✨ i've been celebrating our girl forever, and will always 🥹 i love you so much @taylorswift13, happy birthday!!!!!!!!!!!!! #HappyBirthdayTaylorSwift 🫶🏻 https://t.co/nMJWTX3g52"
1174,Had the time of my life fighting dragons with you @taylorswift13 💛#HappyBirthdayTaylorSwift @taylornation13 https://t.co/ol9ESXDdhN
1175,"Thank you for saving my life taylor, I will love you forever🫶🩵 #HappyBirthdayTaylorSwift #HappyBirthdayTaylor @taylorswift13 @taylornation13 https://t.co/1oTsXoiOH5"
1176,forever and always. my favorite human since fourth grade. wishing the happiest birthday to my favorite girl in the world! thank you for always being there 🫶🏻🌟🪩 @taylorswift13 @taylornation13 #HappyBirthdayTaylorSwift https://t.co/ZUfYg4lGix
1177,"My name si Taylor and I was Born un 1989 Happy 34th Birthday To the most wonderful person I have ever met and brightens my days, thank you for everything!! I Love You to the Moon and to Saturn!! 💗 #HappyBirthdayTaylorSwift @taylornation13 @taylorswift13 https://t.co/SaDeoBB9Jq"
1178,People treat you exactly how they feel about you. Don't be blind. #HappyBirthdayTaylorSwift
1179,Motivational Quotes of maulana ROMI #ไอซ์รักชนก #jjk245 #bist100 #SalaarFirstSingle #RIPZahara #fcklive #HappyBirthdayTaylorSwift #Thaman #Ukraine #BellaOkagbue https://t.co/qQmDftln71
1180,Happy birthday to one of the most iconic and talented people!!! I wouldn’t want to share a birthday with anyone else! 💕 Thanks for getting me through ups and downs with your music!!! #HappyBirthdayTaylorSwift @taylorswift13 https://t.co/xRlVh5ofkg
1181,Me and my 13 yr old at the eras tour 😊and on this 13th day of December we wish our girl @taylorswift13 the happiest of birthdays! 🎉🎂🥳Thank you for all the core memories we’ve created around your art and music! We 🫶 you! #HappyBirthdayTaylorSwift @taylornation13 https://t.co/opUtTbdeOp
1182,"happy 34th birthday taylor! we all love you absolutely so much thank you for being the sweetest, most caring person EVER! and thank YOU for all you have done! i love you tay xoxoxo!🫶🏻🫶🏻 #HappyBirthdayTaylorSwift @taylornation13 https://t.co/7HvO2CMMHA"
1183,"Happy birthday to the one and only @taylorswift13! Thank you for sharing your music, your stories, and your heart with the world. Your talent inspires us all! #HappyBirthdayTaylorSwift https://t.co/YL93fvmfAA"
1184,"Happy Birthday to the person who has given me the best memories, the best friends and the best music! Im really grateful that I’ve had the privilege to grow up with her music & Im thankful because she has given me the absolute world @taylorswift13 #HappyBirthdayTaylorSwift https://t.co/Gpy76C5D6u"
1185,"Happy 34th birthday Taylor!!! We all love and appreciate you so so much and I can’t wait to make more memories with you, you’ve impacted my life in such a way I can’t even begin to explain. #HappyBirthdayTaylorSwift !!!! WE LOVE YOU 🫶🏻🩵🩷 @taylorswift13 https://t.co/2n9L0P1wMX"
1186,Celebrating you 13x extra today 🫶🏻🫶🏻🫶🏻 #HappyBirthdayTaylorSwift I love you so much and I’m so proud of you! https://t.co/3KpizwGetL
1187,"happy birthday to my best friend, my inspiration, and my baking buddy - @taylorswift13 👩🏻‍🍳🥹🫶 #HappyBirthdayTaylorSwift https://t.co/yIIQOuMGOZ"
1188,Happy birthday to the Time person of the year and also my person of the year & every year 🥺🫶🏽 I love you @taylorswift13 ✨ Thank you for your music. You’ve been the heartbeat of my life the past 15 years like a big sister. Here’s to 34 & evermore 🥂✨ #HappyBirthdayTaylorSwift https://t.co/i0dXgQ7SGx
1189,#HappyBirthdayTaylorSwift we will stand by you forever!!! @taylornation13 @taylorswift13 CHEERS TO 34 YEARS 🥂 https://t.co/FdKPZ2hisu
1190,#HappyBirthdayTaylorSwift LOVE YOU 🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶
1191,"happy birthday tay, thanks for make my hole place shimmer. Fighting dragons with you forever and always 🐉 I can’t wait to see you next year finally🫶❤️‍🩹 #HappyBirthdayTaylorSwift @taylornation13 https://t.co/CkM4Gi0XGd"
1192,forever and always. my favorite human since fourth grade. wishing the happiest birthday to my favorite girl in the world! thank you for always being there 🫶🏻🌟🪩 @taylorswift13 @taylornation13 #HappyBirthdayTaylorSwift https://t.co/V1VvUBbbAY
1193,Happy birthday @taylorswift13 !! Thank you for all the music and all the memories 🩵 ive had a marvelous time being your fan for so long 🥰 #HappyBirthdayTaylorSwift https://t.co/O4De86xbXZ
1194,the junior jewels dont know how it gets better than taylors birthtay! 💛💛💛 #HappyBirthdayTaylorSwift https://t.co/rut6OME9sL
1195,"#HappyBirthdayTaylorSwift 💌🫶 Your music has been a constant source of inspiration, and I genuinely love, value and appreciate everything you create. 🥂♥️ @taylorswift13 @taylornation13 https://t.co/2QfJjAIknU"
1196,"#HappyBirthdayTaylorSwift happy birthday to my comfort person (who just so happens to also be a world famous popstar)🫶🏻 i love love love you, to the moon and to saturn🌙🪐 https://t.co/sT3j9r9Wuj"
1197,Words don't describe the love we have for you @taylorswift13! Hope you have en enchanted birthday!!!! Love you so much! 🩵🎂🍾🥂🎉🎈🎊 @taylornation13 #HappyBirthdayTaylorSwift https://t.co/Bcf7ZNLiWJ
1198,wish taylornation would notice me on my birthday 🥹🥹🥹 @taylornation13 @taylorswift13 #HappyBirthdayTaylorSwift
1199,Here are some of my fave memories that I will forever thank you for @taylorswift13 ! I love you forever and ever and always #HappyBirthdayTaylorSwift 🫶🏻🫶🏻🫶🏻 @taylornation13 https://t.co/6j5TByDiwo
1200,"Taylor, you’ve been one of the only constants in my life for over a decade and growing up with you is an honor!! I love you so much! I will always hold on to these memories. 🫶🏼 #HappyBirthdayTaylorSwift @taylornation13 @taylorswift13 https://t.co/Jl1Qxotx5S"
1201,#HappyBirthdayTaylorSwift thank you for being alive and making so many of us sob when we see you live @taylorswift13 @taylornation13 https://t.co/J3hFrBzlQ8
1202,#HappyBirthdayTaylorSwift 💗💗💗 I love you to the moon and to Saturn Tay💗 https://t.co/KA487kokGE
1203,"Dear @taylorswift13, thank you for always showing the best of you and telling us to do our best. Your music has always been part of my life and always will be. Our queen, #HappyBirthdayTaylorSwift 🫶🏻 @taylornation13 https://t.co/kz0sdNAMue"
1204,@taylornation13 She truly changed my life for the better! i wanna thank her for everything she does for us!!!!! I am beyond grateful that i’ve been able to watch her growth for so many years and i’m so so proud ❤️ #HappyBirthdayTaylorSwift https://t.co/3Z36mewy6E
1205,"@taylornation13 Happy birthday Taylor 🎉✨you have been my best company, when I’m happy, when I have been sad, or angry, I love you very much, I admire you for the great artist and for the great person you’re a star with her own light #HappyBirthdayTaylorSwift @taylorswift13 https://t.co/6UyeMCk3d9"
1206,thank you for a lifetime of memories!!!! happy birthday I love you!!!!! 🫶🫶🫶#HappyBirthdayTaylorSwift @taylornation13 @taylorswift13 https://t.co/hfT21xyzbO
1207,"Calling all Swifties! My favorite rescue is accepting donations in honor of our favorite cat lady’s birthday, @taylorswift13! Please consider donating $13 to Permian Basin Animal Advocates on Facebook or directly at: https://t.co/LFKKxe3vQ7 #HappyBirthdayTaylorSwift https://t.co/FEC8tnUPGU"
1208,happy birthday to taylor!!! what a privilege it has been to grow up alongside you @taylorswift13 !! so thankful for you and your music. thank you for all that you do and I hope you have the sweetest birthday 🫶🏼💗 #HappyBirthdayTaylorSwift https://t.co/azUsIf2mBd
1209,"happy 34th birthday taylor! we all love you absolutely so much thank you for being the sweetest, most caring person EVER! and thank YOU for all you have done! i love you tay xoxoxo!🫶🏻🫶🏻 #HappyBirthdayTaylorSwift @taylornation13 https://t.co/ts3G22hRNy"
1210,@taylornation13 @taylorswift13 #HappyBirthdayTaylorSwift thank you for always making my life more magical and giving me hope to hold on to 🫶🏼💕 so much to be happy about this year 🥹 https://t.co/Q6maNhxAYX
1211,"Taylor’s birthday makes me emotional every year because of how many I’ve celebrated with her and how much I’ve she’s grown, I really am so lucky to have her as my role model in life 🥹 I love you lots, happy birthday @taylorswift13 #HappyBirthdayTaylorSwift @taylornation13 https://t.co/BDXpIiiN5p"
1212,"HAPPY BIRTHTAY TO THE MOST BEAUTIFUL WOMAN I KNOW MY FAVOURITE @taylorswift13 !! I hope you have the best day ever, no one deserves it more than you. thank you for everything this year!! 2023 has truly been a magical year 🫶🏼🫶🏼 #HappyBirthdayTaylorSwift @taylornation13 https://t.co/rJQSjkdYQe"
1213,"happy 34th birthday @taylorswift13 you are quite literally my favorite person to ever exist. i am so honored to have had you and your music in my life for the past 17 years ♥️ love you to the moon and to saturn, forever and always! #HappyBirthdayTaylorSwift https://t.co/GJlGpD8L8L"
1214,"happy birthday taylor!! thank you for always being a source of light and inspiration for me and many others 🫶🏻 i made the most amazing memories this year, forever grateful for growing up next to you since 2014💗 i love you so much!!! #HappyBirthdayTaylorSwift @taylornation13 https://t.co/sP2H3OepAU"
1215,"from speak now… to red, then 1989, reputation… lover! folklore, evermore! midnights. THE RE-RECORDS! THE ERAS TOURRRR 🫶🏻 All of it. Mom and I will always stay. We are so proud of you taylor. We love you. Happy birthday! #HappyBirthdayTaylorSwift @taylorswift13 @taylornation13 https://t.co/xqTHIk8R3r"
1216,"happy birthday my giirl, love you 💘 #HappyBirthdayTaylorSwift https://t.co/Ywngjn2hsp"
1217,"I’m so grateful to be able to celebrate another birthday of you, @taylorswift13 ! thanks for letting me growing up with you! Thanks for inspiring me and for being my summer sun!!! I love you endlessly! To the moon and back 13x💖🥹🫶 #HappyBirthdayTaylorSwift @taylornation13 https://t.co/okunVedtRk"
1218,"HEART HANDS FOREVER AND ALWAYS 🫶🏻🥹 happy birth-TAY, Taylor!!!! #HappyBirthdayTaylorSwift https://t.co/mjZPrvCVot"
1219,"wishing the biggest #HappyBirthdayTaylorSwift to our favorite sagittarius, cat mom, & global superstar who has been creating the soundtrack to our lives for the last 17 years. i’m so grateful to be alive at the same time as @taylorswift13 🫶🏻💗 long live all the magic we’ve made! https://t.co/lYftkcWg6U"
1220,"#HappyBirthdayTaylorSwift thanks for making the last 13 years of my life magical and marvellous. Your lyricism and music are the reason why I am who I am today. When therapy is expensive, you’re my doctor and I love you so much ❤️I will stay forever and always ❤️ @taylornation13 https://t.co/jszU4o70d3"
1221,@taylornation13 Happiest birthTay to the one and only @taylorswift13 🫶🏼 Cannot wait to see which absolutely insane puzzles we'll get to solve next year!! 🤡🤡🤡 #HappyBirthdayTaylorSwift
1222,Sometimes I just look at this and smile when I feel sad. ✨ @taylorswift13 ✨🩵 Happy Birthday! 🥳 @taylornation13 #HappyBirthdayTaylorSwift 💜 https://t.co/Os7yufk6Yv
1223,"#HappyBirthdayTaylorSwift!! Thank you for being the amazing person you are, you inspire me every day!! You've got a smile that can light up this whole town 🫶🏻🩷 @taylornation13 @taylorswift13 https://t.co/6hU13bqk10"
1224,I’m so thankful to have grown up listing to your music! Have the best birthday ever! 💗 #HappyBirthdayTaylorSwift https://t.co/FBCUXjUJAW
1225,With the year you had this should honestly be a national holiday. Happy Thir-TAY fourth girlie!! #HappyBirthdayTaylorSwift
1226,My favorite persons birthday today 🥹 #HappyBirthdayTaylorSwift @taylorswift13 @taylornation13 https://t.co/ip6WA7Y1qV
1227,so happy to be alive at the same time as taylor swift! grateful for the music she blesses us with and to share a birthday with her! happy birthday to taylor and me✨🩷🫶🏻 #HappyBirthdayTaylorSwift @taylorswift13 @taylornation13 https://t.co/Ty4tmckpTw
1228,"@taylorswift13 wishingyou the happiest birthday with all the people and cats that you love so dearly ♥️ i hope your day is as bright as you make my darkest times, can’t wait to see you next year in vienna @taylornation13 #HappyBirthdayTaylorSwift https://t.co/q1SBHU3rKE"
1229,happiest of birthdays @taylorswift13 i love you to the moon and to saturn 🫶🏻 thank you for everything and more #HappyBirthdayTaylorSwift https://t.co/saLvcJmbsg
1230,"#HappyBirthdayTaylorSwift 🫶🏻 @taylorswift13 you truly have brought so much light and joy into my life, more than even in my wildest dreams ☁️ thank you for all you do from the way you care about your fans to the music you put out that we relate to. see you 11/1 🩷 @taylornation13 https://t.co/gMiJ4g79on"
1231,"@taylorswift13 I hope you have an absolutely amazing birthday gorgeous! We love you, Taylor ! ❤️ #HappyBirthdayTaylorSwift https://t.co/stCtQJuSxe"
1232,"Taylor: You're making me feel like...the man!! My niece: WHAT?!? *GASPS* WOW!! She's turning into a little swiftie 🥹 She also keeps asking me to dance with her. Of course I'll dance with you, kiddo. Never grow up 🥺 @taylornation13 #HappyBirthdayTaylorSwift https://t.co/p0s63WnpxK"
1233,thank you for a lifetime of memories!!!! happy birthday I love you!!!!! 🫶🫶🫶#HappyBirthdayTaylorSwift @taylornation13 @taylorswift13 https://t.co/f9R89DvNd3
1234,"The best time i had this year was at the cinema watching « The Eras Tour » 💕 ilysm Taylor, thank u for everything 🤍🎂 #HappyBirthdayTaylorSwift @taylornation13 @taylorswift13 https://t.co/hjueK8szry"
1235,"Happy 34th Birthday, @taylorswift13 🤍 You and your music have been one of my only constants for as long as I can remember. There are no words to describe my love for you, your words, your advice. I’ve had the time of my life with you #HappyBirthdayTaylorSwift @taylornation13 https://t.co/01Xwjmbmi8"
1236,Happy birthday Taylor🩷🥹so happy to have grown up with you and be on this magical adventure together 💜💜Will always stick by your side forever @taylornation13 @taylorswift13 #HappyBirthdayTaylorSwift https://t.co/9qWMB8OK7d
1237,"happy 34th birthday taylor!!! you completely changed my life for the better, you and your music have been there for me in the best and worst times and i'm forever grateful to you, ily to the moon and to saturn 🪐🤍 #HappyBirthdayTaylorSwift https://t.co/Hc6H4lIt3I"
1238,"#HappyBirthdayTaylorSwift thank you for writing songs that have been there for all my lows, all my highs, & all the in between. The soundtrack of my life! @taylornation13 @taylorswift13 https://t.co/MI6f5z5SdT"
1239,"i love you so much, happy birthday to the prettiest girl in the whole wide world. can’t believe youre 34 now 😭 #HappyBirthdayTaylorSwift @taylornation13 https://t.co/dpPEimqslO"
1240,Happy 34th Birthday Taylor! Hope you have a Cat-tastic day! You make all of us smile with your joy and passion towards everything you do! You deserve the world and the best Birthday. I will stand by you Forever & Always. I love you🫶🏻💖 @taylorswift13 #HappyBirthdayTaylorSwift https://t.co/Hxtr3bw3O4
1241,"Happy birthday, @taylorswift13 from Uruguay! 🫶🏼🇺🇾 Tonight, the Uruguayan Swiftie community will gather to watch #TSTheErasTourFilm on the cinema all together to celebrate you. We love you and will stand by you forever! 💜 @taylornation13 #HappyBirthdayTaylorSwift https://t.co/F0mau64Kpw"
1242,"“I don’t even wish real people HBD on the internet” - Taylor But also me, #HappyBirthdayTaylorSwift"
1243,"The queen of my heart, body, and soul @taylorswift13 thank you for everything you do for us and for making the last decade of my life so beyond magical 🫶✨ #HappyBirthdayTaylorSwift https://t.co/anNUJ9orcW"
1244,A picture of me and the birthday girl ♥️🫶🏻🎉 #HappyBirthdayTaylorSwift @taylorswift13 @taylornation13 https://t.co/muPgLzTWrv
1245,MY NAME IS TAYLOR AND I WAS BORN IN 1989 💙 #HappyBirthdayTaylorSwift @taylorswift13 @taylornation13 https://t.co/MHZtgokDdL
1246,"happy birthday Taylor!!! you saved my life and i couldn’t ask for anything more (other than merch, tickets to the eras tour, and to meet you!) #HappyBirthdayTaylorSwift @taylornation13 @taylorswift13 https://t.co/OV715iZtyo"
1247,@taylorswift13 had helped me learn that my highest point in my life hasn’t come yet and i still have PLENTY of time to find my passion and i don’t have to have EVERYTHING together at 29. #HappyBirthdayTaylorSwift 😭🩵🤍 @taylornation13
1248,Happy Birthday Taylor from our home and Bubblegum the elf. #HappyBirthdayTaylorSwift #TaylorNation https://t.co/IVOmsqnHs2
1249,"@taylorswift13 wishing you the happiest birthday today🫶🏻 i’m so grateful to live in a world with you because you just make everything better thanks u for saving me, you’re not an anti-hero, you the real hero.❤️‍🩹 #HappyBirthdayTaylorSwift @taylornation13 https://t.co/zi4LqYukhO"
1250,"happy birthday to the one person i love most in life! this year was all about her once again, and i wouldn’t have done it differently! i am so immensely grateful to gave taylor. i love her endlessly. here’s to 34 🤍 @taylornation13 @taylorswift13 #HappyBirthdayTaylorSwift https://t.co/g8XPbgECzj"
1251,HAPPY BIRTHDAY @taylorswift13 I hope you have the most wonderful day. I miss you so much I love you queen #HappyBirthdayTaylorSwift https://t.co/Jc2xRmnNHg
1252,"happy 34th birthday Taylor !!!!!!!!!!!!! we love you so much, we hope to meet you someday because we will forever and always stay, stay, stay by your side ☺️🫶🏻 💖 🐈Oleg 💖 #HappyBirthdayTaylorSwift 💖 @taylorswift13 @taylornation13 💖 @TheRealLawJB https://t.co/TZIWB3USz6"
1253,"happy birthday to my favorite person in the world @taylorswift13 thank u for always being my source of comfort and for making this year wonderful and unforgettable for me. i hope u have the most amazing day, i love u so so so much❤️🫶🏻 #HappyBirthdayTaylorSwift @taylornation13 https://t.co/VFjxC346jC"
1254,"Dear mom, meow meow, meow meow. Meowwww 🎉🥳 #HappyBirthdayTaylorSwift @taylorswift13 @taylornation13 https://t.co/T7CXOAhnAg"
1255,"Happy Birthday Taylor, thank you and your music because it helped me in the most difficult moments and thank you for accompanying me every morning to school with your CDs #HappyBirthdayTaylorSwift @taylornation13 @taylorswift13 https://t.co/NmCsrKoOU1"
1256,happy birthday to the biggest gift to this world @taylorswift13 thank you for continuing to change the world with your music. the eras tour has become the place in the happiest at and i miss you so much 🥰🫶 love u forever @taylornation13 #HappyBirthdayTaylorSwift https://t.co/hToDXBqzJr
1257,Watching the Eras Tour movie with my mom!! Happy 34th Birthday!! I'm enjoying spending time with you and reliving one of the best days as a swiftie! #HappyBirthdayTaylorSwift
